7847;1726.0
3272;1809.0
11782;1859.0
6271;1733.0
60520;1620.0
11884;1724.0
10656;1696.0
11303;1944.0
3274;1849.0
13372;1660.0
3157;1926.0
9743;1643.0
10627;1760.0
2587;2015.0
7498;1697.0
8793;1745.0
90467;1631.0
18311;1769.0
16304;1654.0
6778;1786.0
0;1773.0
-1;1642.0
0;1615.0
0;1803.0
0;1773.0
0;1769.0
0;1839.0
0;1764.0
0;1688.0
0;1899.0
0;1877.0
0;1789.0
0;1734.0
-1;1702.0
0;1784.0
0;1777.0
0;1740.0
0;1701.0
0;1986.0
0;1646.0
24353;1763.0
12995;1892.0
8391;1801.0
20924;1721.0
10820;1739.0
78403;1751.0
3134;2148.0
5120;1756.0
34742;1717.0
32866;1610.0
19204;1707.0
12357;1725.0
17191;1764.0
49997;1678.0
53217;2043.0
7186;1723.0
7510;1866.0
7757;1891.0
6888;1779.0
12770;1782.0
